company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
Sensata,Mechanical Engineer Intern (Dynapower) - Summer 2027,Summer 2027,False,,Internship,,Hardware,"Dynapower South Burlington, VT",citizens-only,24,,,2026-08-25T00:00:00Z,date_only,2026-08-25T15:00:05Z,https://sensata.wd1.myworkdayjobs.com/Sensata-Careers/job/Dynapower-South-Burlington-VT/Mechanical-Engineer-Intern--Dynapower----Summer-2027_IRC98334
The Hartford,Tech & Data Program Summer 2027 - Software Engineer Intern (Columbus),Summer 2027,False,,Internship,,Data & ML/AI,"Columbus, OH",no-sponsorship,,,Python; Java; C#; JavaScript; SQL; LLMs; Angular; AWS,2026-08-25T00:00:00Z,date_only,2026-08-25T19:42:43Z,https://thehartford.wd5.myworkdayjobs.com/Careers_External/job/Columbus-OH/Tech---Data-Summer-Program-2027---Software-Engineer-Intern--Columbus-_R2626609
Rivet Industries,"Software Engineer Intern, XR Team (Fall 2026)",Fall 2026,False,,Internship,,Software,"Bellevue, WA",citizens-only,,,,2026-08-24T20:33:26.447+00:00,exact,2026-08-24T20:42:21Z,https://jobs.ashbyhq.com/rivet/4e02461a-9f6c-4d3c-a511-6d54f31999bc
Advanced Space,2027 Software Engineering Summer Internship,Summer 2027,False,,Internship,,Software,"Westminster, CO",unknown,,$26–$35/hr,Python; C++; Linux,2026-08-24T16:37:48-04:00,exact,2026-08-24T21:41:46Z,https://job-boards.greenhouse.io/advancedspace/jobs/4324855009
Advanced Space,2027 Machine Learning Summer Internship,Summer 2027,False,,Internship,,Data & ML/AI,"Westminster, CO",unknown,,$28–$37/hr,Python; C++; PyTorch; TensorFlow; scikit-learn; Pandas; Computer Vision; CUDA,2026-08-24T16:22:30-04:00,exact,2026-08-24T20:42:21Z,https://job-boards.greenhouse.io/advancedspace/jobs/4324875009
Advanced Space,2027 DevOps Summer Internship,Summer 2027,False,,Internship,,Software,"Westminster, CO",unknown,,$26–$35/hr,Python; AWS; Kubernetes; Docker; Terraform; Linux; Git,2026-08-24T16:17:46-04:00,exact,2026-08-24T20:42:21Z,https://job-boards.greenhouse.io/advancedspace/jobs/4333179009
Audax Group,Data Engineer Co-Op,Not stated,True,,Co-op,,Data & ML/AI,"Boston, Massachusetts",unknown,,,Python; Java; SQL,2026-08-24T06:00:00-04:00,exact,2026-08-24T10:48:12Z,https://job-boards.greenhouse.io/audaxgroup/jobs/4722770005
BTI360,Software Engineering Intern,Summer 2027,False,,Internship,,Software,"Herndon,VA",citizens-only,,,Python; Java; C++; SQL; React; Angular; Spring; AWS,2026-08-24T16:37:00-04:00,exact,2026-08-25T09:48:25Z,https://job-boards.greenhouse.io/bti36021/jobs/8155152
Meridian Partners,Flight Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; C++; Rust; Linux,2026-08-24T20:22:51-04:00,exact,2026-08-25T01:42:18Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967400003
Meridian Partners,Cloud Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; AWS; GCP; Azure; Kubernetes; Docker; Terraform; Git,2026-08-24T20:50:28-04:00,exact,2026-08-25T01:42:18Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967614003
Meridian Partners,Data Scientist Co-op,Not stated,True,,Co-op,,Data & ML/AI,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; scikit-learn; Pandas; LLMs; Computer Vision; Docker; Git; Spark,2026-08-24T21:17:48-04:00,exact,2026-08-25T01:42:18Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967776003
Meridian Partners,Data Scientist Graduate Co-op,Not stated,True,,Co-op,,Data & ML/AI,"Cambridge, MA, Arlington, VA",citizens-only,,,Python; scikit-learn; Pandas; LLMs; Computer Vision; Docker; Git; Spark,2026-08-24T21:21:07-04:00,exact,2026-08-25T01:42:18Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967886003
Meridian Partners,Front End Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; React; Git,2026-08-24T21:42:14-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7967961003
Meridian Partners,Front End Software Engineer Graduate Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; React; Git,2026-08-24T21:44:57-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968076003
Meridian Partners,Full Stack Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; JavaScript; AWS; Azure; Docker; Git,2026-08-24T21:54:21-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968093003
Meridian Partners,Full Stack Software Engineer Graduate Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; JavaScript; AWS; Azure; Docker; Git,2026-08-24T21:54:23-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968100003
Meridian Partners,Machine Learning Engineer Co-op,Not stated,True,,Co-op,,Data & ML/AI,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; LLMs; Computer Vision; AWS; Azure; Docker; Airflow,2026-08-24T22:25:21-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968308003
Meridian Partners,Mechanical Engineer Co-op,Not stated,True,,Co-op,,Hardware,"Cambridge, MA",citizens-only,,,,2026-08-24T22:29:42-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968311003
Meridian Partners,Python Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; AWS; Azure; Docker; Git,2026-08-24T22:39:08-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968338003
Meridian Partners,Python Software Engineer Graduate Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python; AWS; Azure; Docker; Git,2026-08-24T22:42:42-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968485003
Meridian Partners,Aerospace Algorithms Engineer Co-op,Not stated,True,,Co-op,,Hardware,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python,2026-08-24T23:01:14-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968520003
Meridian Partners,Aerospace Algorithms Engineer Graduate Co-op,Not stated,True,,Co-op,,Hardware,"Cambridge, MA, Arlington, VA, Seattle, WA",citizens-only,,,Python,2026-08-24T23:01:16-04:00,exact,2026-08-25T03:11:15Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968522003
Meridian Partners,Embedded Software Engineer Graduate Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; C++; Rust,2026-08-24T23:06:53-04:00,exact,2026-08-25T04:50:14Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968523003
Meridian Partners,Embedded Software Engineer Co-op,Not stated,True,,Co-op,,Software,"Cambridge, MA",citizens-only,,,Python; C++; Rust,2026-08-24T23:07:54-04:00,exact,2026-08-25T04:50:14Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968605003
Sage,Software Engineering Intern (Full Stack) – Summer 2027,Summer 2027,False,,Internship,,Software,"New York, New York, United States",unknown,,$50/hr,Python; Java; TypeScript; JavaScript; SQL; React; Node.js; Git,2026-08-24T10:55:27-04:00,exact,2026-08-25T09:48:25Z,https://job-boards.greenhouse.io/sage49/jobs/6131185004
Sage,Software Engineering Intern (Edge) – Summer 2027,Summer 2027,False,,Internship,,Software,"New York, New York, United States",unknown,,$50/hr,Python; Java; AWS; Linux,2026-08-24T10:55:35-04:00,exact,2026-08-25T09:48:25Z,https://job-boards.greenhouse.io/sage49/jobs/6131191004
Brunswick,Mechanical Engineer Co-op/Intern,Summer 2027,False,,Internship / Co-op,,Hardware,"Lowell, MI",no-sponsorship,54,$18–$27/hr,,2026-08-24T00:00:00Z,date_only,2026-08-24T18:55:30Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Lowell-MI/Mechanical-Engineer-Co-op-Intern_JR-051322
Brunswick,Electro - Mechanical Engineering Intern,Not stated,True,,Internship,,Hardware,"Menomonee Falls, WI",no-sponsorship,54,$18–$27/hr,,2026-08-24T00:00:00Z,date_only,2026-08-24T18:55:30Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Menomonee-Falls-WI/Electro---Mechanical-Engineering-Intern_JR-051298
The Walt Disney Company,"Walt Disney World Workforce Management Industrial Engineering Intern, Spring/Summer 2027",Summer 2027,False,,Internship,,Hardware,"Lake Buena Vista, FL, USA",unknown,2,$31/hr,Python; SQL; Tableau,2026-08-24T00:00:00Z,date_only,2026-08-24T05:48:38Z,https://disney.wd5.myworkdayjobs.com/disneycareer/job/Lake-Buena-Vista-FL-USA/Walt-Disney-World-Workforce-Management-Industrial-Engineering-Intern--Spring-Summer-2027_10158144
Freddie Mac,Multifamily Software Development Intern – Summer 2027,Summer 2027,False,,Internship,,Software,"McLean, VA",unknown,,$32/hr,Java; Angular; Spring; AWS,2026-08-24T00:00:00Z,date_only,2026-08-24T19:41:18Z,https://freddiemac.wd5.myworkdayjobs.com/External/job/McLean-VA/Multifamily-Software-Development-Intern---Summer-2027_JR17564
Freddie Mac,Single-Family Software Developer Intern- Summer 2027,Summer 2027,False,,Internship,,Software,"McLean, VA",unknown,,$32/hr,Python; Java; C++; Angular; Spring; Tableau,2026-08-24T00:00:00Z,date_only,2026-08-24T17:42:06Z,https://freddiemac.wd5.myworkdayjobs.com/External/job/McLean-VA/Single-Family-Software-Developer-Intern--Summer-2027_JR17544
Monolithic Power Systems,AI Developer Intern,Not stated,True,,Internship,,Data & ML/AI,San Jose - California,unknown,20,$30/hr,Python; Java; PyTorch; TensorFlow,2026-08-24T00:00:00Z,date_only,2026-08-24T18:55:30Z,https://monolithicpower.wd12.myworkdayjobs.com/MPS_Careers/job/San-Jose---California/AI-Developer-Intern_R-1756
Motorola,Android Applications Developer Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"Chicago, IL",citizens-only,191,,Kotlin; Git,2026-08-24T00:00:00Z,date_only,2026-08-24T14:59:54Z,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Chicago-IL/Android-Applications-Developer-Intern---Summer-2027_R67740
The Hartford,Tech & Data Program Summer 2027 - Data Engineer Intern (Columbus),Summer 2027,False,,Internship,,Data & ML/AI,"Columbus, OH",no-sponsorship,,,Python; SQL; LLMs; AWS; GCP; Azure; Git; Tableau,2026-08-24T00:00:00Z,date_only,2026-08-24T20:42:21Z,https://thehartford.wd5.myworkdayjobs.com/Careers_External/job/Columbus-OH/Tech---Data-Program-Summer-2027---Data-Engineer-Intern--Columbus-_R2626610
The Hartford,Tech & Data Program Summer 2027 – Data Engineer Intern (Hartford),Summer 2027,False,,Internship,,Data & ML/AI,"Hartford, CT",no-sponsorship,,,Python; SQL; LLMs; AWS; GCP; Azure; Git; Tableau,2026-08-24T00:00:00Z,date_only,2026-08-24T20:42:21Z,https://thehartford.wd5.myworkdayjobs.com/Careers_External/job/Hartford-CT/Tech---Data-Program-Summer-2027---Data-Engineer-Intern--Hartford-_R2626103-1
The Hartford,Tech & Data Program Summer 2027 - Software Engineer Intern (Hartford),Summer 2027,False,,Internship,,Data & ML/AI,"Hartford, CT",no-sponsorship,,,Python; Java; C#; JavaScript; SQL; LLMs; React; Angular,2026-08-24T00:00:00Z,date_only,2026-08-24T20:42:21Z,https://thehartford.wd5.myworkdayjobs.com/Careers_External/job/Hartford-CT/Tech---Data-Program-Summer-2027---Software-Engineer-Intern--Hartford-_R2626105-1
Watts Water,Manufacturing Engineer Intern Summer 2027,Summer 2027,False,,Internship,,Hardware,"St Pauls, NC",unknown,4,,,2026-08-24T00:00:00Z,date_only,2026-08-24T19:41:18Z,https://wattswater.wd5.myworkdayjobs.com/Intern-External/job/St-Pauls-NC/Manufacturing-Engineer-Intern-Summer-2027_10017388
Micron Technology,Intern - TD Site Industrial Engineer,Not stated,True,,Internship,,Hardware,"Boise, ID - Main Site",unknown,489,,Python; SQL; Tableau,2026-08-23T00:00:00Z,date_only,2026-08-23T18:43:09Z,https://micron.wd1.myworkdayjobs.com/External/job/Boise-ID---Main-Site/Intern---TD-Site-Industrial-Engineer_JR108729
Ambrook,Software Engineering Intern,Not stated,True,,Internship,,Software,New York,unknown,,$2K per week • + housing stipend.,TypeScript; React; GCP; PostgreSQL,2026-08-21T19:35:46.030+00:00,exact,2026-08-22T09:39:31Z,https://jobs.ashbyhq.com/ambrook/e458b046-aa7f-4022-bca5-63cdfd495456
H3X Technologies,Embedded Controls Intern (Spring),Not stated,True,,Internship,,Software,"Louisville, Colorado",unknown,,$23–$37/hr,Python; C++; Git,2026-08-21T16:44:22.442+00:00,exact,2026-08-21T17:40:51Z,https://jobs.ashbyhq.com/h3x-technologies/d406e4b4-9b48-438c-a2af-b7feb8563a40
Weave,Data Engineer Intern,Not stated,True,,Internship,,Data & ML/AI,"Weave - Headquarters (Lehi, UT)",unknown,3,,Python; SQL; Git,2026-08-21T19:14:42.880+00:00,exact,2026-08-22T09:39:31Z,https://jobs.ashbyhq.com/weave/1318e017-3ea6-4a1f-aac7-1c11a46cda8d
Atoms,Robotics Software Engineer Intern,Not stated,True,,Internship,,Hardware,"Pittsburgh, PA",unknown,,$25–$35/hr,Python; Java; C++; Rust; Computer Vision; Linux; Git; ROS,2026-08-21T17:36:22-04:00,exact,2026-08-24T19:41:18Z,https://job-boards.greenhouse.io/cssmerge/jobs/8695475002
Atoms,Mechanical Design Engineering Intern‬,Not stated,True,,Internship,,Hardware,"Pittsburgh, PA",unknown,,$25–$35/hr,,2026-08-21T17:41:33-04:00,exact,2026-08-24T19:41:18Z,https://job-boards.greenhouse.io/cssmerge/jobs/8695490002
Syska Hennessy Group,Innovations Intern (Full Stack/Front End Engineering),Not stated,True,,Internship,,Software,New York,unknown,,,JavaScript,2026-08-21T12:56:19-04:00,exact,2026-08-22T09:39:31Z,https://job-boards.greenhouse.io/syskahennessy/jobs/8147733
Brunswick,Software Engineering Intern,Not stated,True,,Internship,,Software,"Tulsa, OK",no-sponsorship,54,$18–$27/hr,Python; Java; C++; Kotlin; Git,2026-08-21T00:00:00Z,date_only,2026-08-21T17:40:51Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Tulsa-OK/Software-Engineering-Intern_JR-051321
Elanco,Manufacturing Scientist/Technical Services Intern – Elanco Technology Center (Summer 2027),Summer 2027,False,,Internship,,Hardware,"Indianapolis, IN",unknown,6,$20–$40/hr,,2026-08-21T00:00:00Z,date_only,2026-08-21T13:57:57Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Indianapolis-IN/Manufacturing-Scientist-Technical-Services-Intern---Elanco-Technology-Center--Summer-2027-_R0026897
Heidelberg Materials,Mechanical Engineering Intern,Not stated,True,,Internship,,Hardware,"Nazareth, PA",unknown,,,,2026-08-21T00:00:00Z,date_only,2026-08-21T17:40:51Z,https://heidelbergmaterials.wd3.myworkdayjobs.com/global_hm_career_site/job/Nazareth-PA/Mechanical-Engineering-Intern_JR10018120
Phoebe,Software Engineering Intern,Not stated,True,,Internship,,Software,New York City,unknown,7,,Python; TypeScript; LLMs; React; AWS; PostgreSQL,2026-08-20T15:06:08.548+00:00,exact,2026-08-21T09:47:10Z,https://jobs.ashbyhq.com/phoebe-work/1ffe3e63-2163-447e-a8b0-1fff8b87e0ca
Dev Technology Group,React/Node Developer Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"Reston, Virginia",citizens-only,,$21–$30/hr,Java; TypeScript; JavaScript; SQL; React; Node.js; AWS; Git,2026-08-20T15:12:50-04:00,exact,2026-09-02T13:37:12Z,https://job-boards.greenhouse.io/devtechnology/jobs/8726212002
General Matter,Summer 2027 Internship - Manufacturing Engineering,Summer 2027,False,,Internship,,Hardware,"Los Angeles, CA",unknown,,$30–$40/hr,,2026-08-20T21:06:46-04:00,exact,2026-08-21T01:47:42Z,https://job-boards.greenhouse.io/generalmatter/jobs/5376060008
AbbVie,2027 Business Technology Solutions Intern - Data & Software Engineering (Undergraduate),Summer 2027,False,,Internship,,Data & ML/AI,"North Chicago, IL, United States",unknown,303,,Python; Java; TypeScript; JavaScript; SQL; LLMs; Node.js; Vue,2026-08-20T13:47:48.995Z,exact,2026-08-20T14:01:27Z,https://jobs.smartrecruiters.com/AbbVie/3743990014697918
Elanco,"Manufacturing Associate Intern – Elwood, Kansas (Summer 2027)",Summer 2027,False,,Internship,,Hardware,"Elwood, KS",unknown,6,$20–$40/hr,,2026-08-20T00:00:00Z,date_only,2026-08-20T21:40:45Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Elwood-KS/Manufacturing-Associate-Intern---Elwood--Kansas--Summer-2027-_R0026899
Fannie Mae,Campus – Data Science Intern (Analytics & Modeling Program),Summer 2027,False,,Internship,,Data & ML/AI,"Washington, DC",no-sponsorship,66,,Python; SQL; Git,2026-08-20T00:00:00Z,date_only,2026-08-20T14:49:19Z,https://fanniemae.wd1.myworkdayjobs.com/FannieMaeCareers/job/Washington-DC/Campus---Data-Science-Intern--Analytics---Modeling-Program-_JR2815
Fifth Third Bank,Information Security Co-op - Cyber Threat Interdiction - Summer 2027,Summer 2027,False,,Co-op,,Security,"Cincinnati, OH",unknown,60,,,2026-08-20T00:00:00Z,date_only,2026-08-20T14:01:27Z,https://fifththird.wd5.myworkdayjobs.com/53careers/job/Cincinnati-OH/Information-Security-Co-op---Cyber-Threat-Interdiction---Summer-2027_R71582
Fifth Third Bank,Information Security Co-op – Identity & Access Management – Summer 2027,Summer 2027,False,,Co-op,,Security,"Cincinnati, OH",unknown,60,,,2026-08-20T00:00:00Z,date_only,2026-08-20T14:49:19Z,https://fifththird.wd5.myworkdayjobs.com/53careers/job/Cincinnati-OH/Information-Security-Co-op---Identity---Access-Management---Summer-2027_R71591
IMEG,"Mechanical Engineering Intern | Greenwood Village, CO",Summer 2027,False,,Internship,,Hardware,"Denver Metro, CO",unknown,10,$22–$24/hr,,2026-08-20T00:00:00Z,date_only,2026-08-20T17:40:35Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Denver-Metro-CO/Mechanical-Engineering-Intern---Greenwood-Village--CO_R-16570-1
Microchip Technology,Intern - Engineering (Device Software and Test),Not stated,True,,Internship,,Software,AZ - Chandler,unknown,143,,Python; Java; C#; Linux,2026-08-20T00:00:00Z,date_only,2026-08-20T19:42:57Z,https://microchiphr.wd5.myworkdayjobs.com/external/job/AZ---Chandler/Intern---Engineering--Device-Software-and-Test-_R3573-26
Philips,"Graduate Level Co-op – Medical Imaging Data Scientist – Plymouth, MN – January 2027",Summer 2027,False,,Co-op,,Data & ML/AI,"Plymouth, Minnesota, United States",unknown,,,PyTorch; TensorFlow,2026-08-20T00:00:00Z,date_only,2026-08-20T17:40:35Z,https://philips.wd3.myworkdayjobs.com/jobs-and-careers/job/Plymouth-Minnesota-United-States/Graduate-Level-Co-op---Data-Scientist---Plymouth--MN---Summer-2027_590567
Scotts Miracle-Gro,EHS Manufacturing Intern,Not stated,True,,Internship,,Hardware,"Marysville, OH",unknown,,$19–$24/hr,,2026-08-20T00:00:00Z,date_only,2026-08-20T20:41:36Z,https://scottsmiraclegro.wd5.myworkdayjobs.com/smgexternal/job/Marysville-OH/EHS-Manufacturing-Intern_R26379-1
N1,"Software Engineer Intern (Backend, Rust)",Not stated,True,,Internship,,Software,New York City,unknown,,,C++; Rust,2026-08-19T19:57:20.073+00:00,exact,2026-08-19T20:40:39Z,https://jobs.ashbyhq.com/n1/afe7deb5-9cfd-4926-bcb4-058d418592a6
North Wind Group,Structural Engineering Intern 04206 LBYD,Not stated,True,,Internship,,Hardware,"HUNTSVILLE, AL",unknown,,,,2026-08-19T19:43:51.263Z,exact,2026-08-19T20:40:39Z,https://north-wind-group.breezy.hr/p/206627bdd565-structural-engineering-intern-04206-lbyd
Dev Technology Group,AI/ML Intern (Summer 2027),Summer 2027,False,,Internship,,Data & ML/AI,"Reston, Virginia",citizens-only,,$21–$30/hr,Python; Java; PyTorch; TensorFlow,2026-08-19T15:28:37-04:00,exact,2026-09-02T13:37:12Z,https://job-boards.greenhouse.io/devtechnology/jobs/8726074002
Dev Technology Group,Microsoft Power Platform & AI Intern (Summer 2027),Summer 2027,False,,Internship,,Data & ML/AI,"Reston, Virginia",citizens-only,,$21–$30/hr,Python; Java; C#; JavaScript; LLMs; Azure,2026-08-19T15:21:18-04:00,exact,2026-09-02T13:37:12Z,https://job-boards.greenhouse.io/devtechnology/jobs/8726259002
Dev Technology Group,AI/Agentic Solution Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Data & ML/AI,"Reston, Virginia",citizens-only,,$21–$30/hr,Python; Rust; TypeScript; JavaScript; React; Angular; AWS; Azure,2026-08-19T15:14:36-04:00,exact,2026-09-02T13:37:12Z,https://job-boards.greenhouse.io/devtechnology/jobs/8728292002
Freeform,Manufacturing Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Hardware,"Los Angeles, CA (On-site)",unknown,,$30/hr,,2026-08-19T18:59:11-04:00,exact,2026-08-19T23:34:19Z,https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7895700003
Freeform,Materials Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Hardware,"Los Angeles, CA (On-site)",unknown,,$30/hr,,2026-08-19T18:53:47-04:00,exact,2026-08-19T23:34:19Z,https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7907965003
General Matter,Summer 2027 Internship - Software Engineering,Summer 2027,False,,Internship,,Software,"Los Angeles, CA",unknown,,$32–$46/hr,Python; C++; Linux,2026-08-19T18:16:14-04:00,exact,2026-08-19T22:35:39Z,https://job-boards.greenhouse.io/generalmatter/jobs/5377118008
Copart,Site Reliability Engineer Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,Python; AWS; GCP; Kubernetes; Linux,2026-08-19T00:00:00Z,date_only,2026-08-19T22:35:39Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Site-Reliability-Engineer-Intern_JR110631
Elanco,"Manufacturing Scientist/Technical Services Intern – Clinton, Indiana (Summer 2027)",Summer 2027,False,,Internship,,Hardware,"Clinton, IN",unknown,6,$20–$40/hr,,2026-08-19T00:00:00Z,date_only,2026-08-19T20:40:39Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Clinton-IN/Manufacturing-Scientist-Technical-Services-Intern---Clinton--Indiana--Summer-2027-_R0026869-1
IMEG,"Mechanical Engineering Intern | Greenwood Village, CO",Summer 2027,False,,Internship,,Hardware,"Denver Metro, CO",unknown,10,$22–$24/hr,,2026-08-19T00:00:00Z,date_only,2026-08-19T14:44:49Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Denver-Metro-CO/Mechanical-Engineering-Intern---Greenwood-Village--CO_R-16558
IMEG,"Mechanical Engineering Intern | Naperville, IL",Summer 2027,False,,Internship,,Hardware,"Naperville, IL",unknown,10,$22–$24/hr,,2026-08-19T00:00:00Z,date_only,2026-08-19T15:43:18Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Naperville-IL/Mechanical-Engineering-Intern---Naperville--IL_R-16471
Johnson & Johnson,Automation & Robotics Engineering Spring Co-op,Not stated,True,,Co-op,,Hardware,"Santa Clara, California, United States of America",unknown,8,$27/hr,Python; C++; MATLAB; Computer Vision; ROS,2026-08-19T00:00:00Z,date_only,2026-08-19T13:56:57Z,https://jj.wd5.myworkdayjobs.com/JJ/job/Santa-Clara-California-United-States-of-America/Automation---Robotics-Engineering-Spring-Co-op_R-093526
Moog,"Intern, IT Computer Science",Fall 2026,False,,Internship,,Software,"Buffalo, NY",unknown,2,,SQL,2026-08-19T00:00:00Z,date_only,2026-08-19T18:47:27Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Buffalo-NY/Intern--IT-Computer-Science_R-26-19378
H3X Technologies,Advanced Manufacturing Engineering Intern (Spring),Summer 2027,False,,Internship,,Hardware,"Louisville, Colorado",unknown,,$23–$37/hr,,2026-08-18T17:11:32.170+00:00,exact,2026-08-18T17:38:25Z,https://jobs.ashbyhq.com/h3x-technologies/6af49576-a61d-480c-b155-3e034e2ed5be
H3X Technologies,Mechanical Design Engineer Intern (Spring),Not stated,True,,Internship,,Hardware,"Louisville, Colorado",unknown,,$23–$37/hr,,2026-08-18T17:02:55.814+00:00,exact,2026-08-18T17:38:25Z,https://jobs.ashbyhq.com/h3x-technologies/7add5fe2-8e3e-4817-b88a-34d803ba86f9
Freeform,Mechanical Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Hardware,"Los Angeles, CA (On-site)",unknown,,$30/hr,,2026-08-18T13:58:31-04:00,exact,2026-08-18T18:51:38Z,https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7894117003
Garda Capital Partners,Software Engineer Intern,Not stated,True,,Internship,,Software,"New York, New York, United States",unknown,6,,Python; SQL,2026-08-18T16:01:53-04:00,exact,2026-08-18T20:36:19Z,https://job-boards.greenhouse.io/gardacp/jobs/6146213004
Amcor,Intern - AI Innovation Engineer,Not stated,True,,Internship,,Data & ML/AI,ASC Atlanta HQ GA,unknown,5,,Python; C#; TypeScript; JavaScript; LLMs; React; Azure; Git,2026-08-18T00:00:00Z,date_only,2026-08-18T11:35:58Z,https://amcor.wd5.myworkdayjobs.com/amcor_external_career_site/job/ASC-Atlanta-HQ-GA/AI-Innovation-Engineer_REQ_93190
Continental Resources,Data Analyst Intern (Summer 2027),Summer 2027,False,,Internship,,Data & ML/AI,"Oklahoma City, OK",unknown,,,Python; SQL,2026-08-18T00:00:00Z,date_only,2026-08-19T04:48:28Z,https://clr.wd5.myworkdayjobs.com/CLR_Careers/job/Oklahoma-City-OK/Data-Analyst-Intern--Summer-2027-_R02591-1
IMEG,"Structural Engineering Intern | Minneapolis, MN",Summer 2027,False,,Internship,,Hardware,"Minneapolis, MN",unknown,10,$22–$24/hr,,2026-08-18T00:00:00Z,date_only,2026-08-18T21:36:05Z,https://wd1.myworkdaysite.com/recruiting/imeg/Imeg_Careers/job/Minneapolis-MN/Structural-Engineering-Intern---Minneapolis--MN_R-16483
PIMCO,"2027 Summer Intern - Technology Analyst, Software Engineering",Summer 2027,False,,Internship,,Software,"Austin, TX USA",unknown,42,,Python; Java; C++; C#; SQL,2026-08-18T00:00:00Z,date_only,2026-08-18T14:45:26Z,https://pimco.wd1.myworkdayjobs.com/pimco-careers/job/Austin-TX-USA/XMLNAME-2027-Summer-Intern---Technology-Analyst--Software-Engineering_R106745
Datadog,Product Management Intern,Not stated,True,,Internship,,Software,"New York, New York, USA",unknown,62,,,2026-08-17T10:31:17-04:00,exact,2026-08-17T14:39:12Z,https://careers.datadoghq.com/detail/8108241/?gh_jid=8108241
Toyota Research Institute,Robotics Research Intern - Post-Training,Not stated,True,,Internship,,Hardware,"Los Altos, CA",unknown,10,$58/hr,Python; PyTorch,2026-08-17T15:31:45Z,exact,2026-08-17T15:36:46Z,https://jobs.lever.co/tri/186808f9-464c-4f22-9d7d-4372ef272ff0
